NAME	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	TOT
bt491	0.49	37.30	42.09	18.00	3.23	0.74	0.33	0.06	0.06	0.15	0.16	0.07	0.04	0.01	0	0.01	0	0.06	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	102.85
rt491	0.03	5.68	20.34	11.00	1.59	0.43	1.13	0.02	0.09	0.06	0.01	0.04	0.04	0	0	0.02	0.01	0.02	0.04	0	0.02	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.58
bg491	7.22	12.54	10.07	8.28	15.07	6.95	8.73	6.71	12.82	6.56	6.96	0.24	0.02	0	10.55	4.45	5.59	6.67	7.02	0	0.03	0	3.13	0	0.28	0.01	0	0	0	0	0.19	6.07	0.21	0	0	0	0.32	0.04	0	0	0	0	0	0	0	0	0	0	0	146.73
rg491	3.25	3.65	2.91	2.88	4.90	2.05	4.07	3.06	4.82	2.91	3.04	0.19	0	0	3.13	1.15	2.87	3.02	2.89	0	0.12	0	0	0	0.14	0.01	0	0	0	0	0.09	2.06	0.05	0	0	0	0.24	0.04	0	0	0	0	0	0	0	0	0	0	0	53.54
rp491	8.49	8.60	7.82	7.36	14.43	8.71	10.80	9.17	15.15	5.47	3.94	4.20	1.96	1.92	8.35	3.46	4.79	6.39	8.89	0	1.83	0	0	0	2.11	1.45	1.89	1.94	0	0	1.92	2.34	1.12	0.93	1.37	0	0	0.79	0.90	1.28	0.80	1.25	0	0	0	0	1.04	0.05	0	162.91
bt492	0	47.66	40.34	13.21	2.13	0.12	0.85	0	0.08	0.08	0.04	0.06	0.03	0.03	0	0	0.02	0.02	0.01	0	0	0	0	0	0.01	0	0.02	0	0	0	0	0	0	0	0.01	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	104.74
rt492	0	4.67	23.23	10.04	2.20	0.18	0.43	0	0.08	0.11	0.01	0.02	0.08	0.02	0	0.01	0	0.02	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.15
bg492	0.03	4.88	6.58	7.18	4.57	2.23	2.68	0	6.08	6.76	6.51	0.45	0	0	8.91	5.74	6.35	7.01	7.41	0	0	0	1.78	0	0.15	0.07	0	0	0	0	0.16	5.60	0.20	0	0	0	0.27	0.13	0	0	0	0	0	0	0	0	0	0	0	91.73
rg492	0	1.70	3.06	3.37	2.11	0.70	1.22	0	2.34	3.04	3.54	0.24	0.03	0	4.59	2.21	2.65	3.14	3.29	0	0	0	0.01	0	0.15	0.01	0	0	0	0	0.12	2.60	0.07	0	0	0	0.13	0.10	0	0	0	0	0	0	0	0	0	0	0	40.42
cpr492	0	1.01	4.37	4.29	3.20	3.46	3.64	0	4.90	4.15	3.92	4.41	2.71	2.49	8.13	3.80	4.43	7.31	7.41	0	1.56	0	0	0	2.49	1.64	2.13	1.60	0	0	2.61	2.69	1.18	1.40	1.71	0	0.03	0.67	0.98	0.89	1.02	0.95	0	0	0	0	0.99	0.08	0	98.25
