NAME	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	TOT
bt491	0.01	0.61	0.03	0.58	73.73	9.35	4.42	0	0.28	0	0	0	0	0	73.43	9.34	4.41	0	0	0	0	0.60	0.02	0.58	0.30	0	0	0	0.01	0	0.01	0.01	0.01	0	0	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0	0	177.75
rt491	0	0.19	0.10	0.08	26.32	4.16	1.37	0.01	0.02	0.01	0	0	0	0	26.32	4.15	1.37	0	0	0	0	0.19	0.09	0.08	0	0	0	0	0.02	0.01	0	0	0.01	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0.01	0	64.52
bg491	0.74	15.52	7.89	5.00	16.28	10.93	16.26	1.36	7.63	7.68	0	0	0	0	15.03	10.65	7.82	0.03	0	0	0	7.73	7.62	4.97	1.16	0	0	0	7.48	7.68	0.74	7.79	0.27	0	0.03	0.28	8.41	1.33	0.15	0	0	0	0	0.03	0.06	0	0.03	0	0	178.58
rg491	0.32	6.11	2.90	1.83	4.55	2.86	5.68	0.56	3.21	2.48	0	0	0	0	4.21	2.73	2.53	0.02	0	0	0	3.29	2.79	1.83	0.32	0	0	0	3.21	2.48	0.32	2.82	0.11	0	0.01	0.13	3.15	0.54	0	0	0	0	0	0	0.01	0	0	0	0	61.00
rp491	3.34	9.61	7.32	6.89	19.70	12.18	14.39	4.43	7.39	7.55	0	0	0	0	12.25	8.25	5.58	0	0	0	0	5.09	5.32	5.08	4.36	0	0	0	5.04	7.43	3.34	4.52	2.00	0	0.76	1.78	7.64	3.98	2.35	0.12	0	0	0	1.81	2.33	2.15	1.17	0.45	0	185.60
bt492	0	0	0	0	0	0	0	0	0.11	0	0	0	0	0	67.47	15.45	4.03	0.01	0	0	0	0.69	1.16	0.01	0.04	0	0	0	0.01	0.01	0	0.02	0	0	0.01	0	0.01	0	0	0	0	0	0	0.01	0.01	0	0	0	0	89.05
rt492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.72	5.19	1.08	0	0	0	0	0.22	0.13	0.01	0	0	0	0	0.04	0.09	0.01	0.01	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	29.51
bg492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.63	10.72	8.43	0.06	0	0	0	7.84	7.88	5.57	0.58	0	0	0	7.55	8.72	0.42	7.84	0.44	0	0.03	0.22	7.82	1.47	0	0	0	0	0	0.04	0.03	0	0	0	0	89.29
rg492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.15	3.19	2.78	0.01	0	0	0	3.02	2.95	1.69	0.39	0	0	0	3.03	2.59	0.21	2.71	0.18	0	0.04	0.14	3.23	0.54	0	0	0	0	0	0	0.03	0	0	0	0	31.88
cpr492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.59	7.45	7.29	0	0	0	0	7.05	6.27	4.99	4.06	0	0	0	4.07	5.80	4.47	5.22	3.11	0	0.97	2.14	8.15	3.97	1.91	0.05	0	0	0	3.06	1.86	2.06	1.30	0.40	0	95.24
