NAME	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	TOT
bt491	107.54	16.72	7.93	0.65	0.02	0.02	0.08	0.03	0.04	0.05	0	0.02	0.26	0	0	0	0.03	0.02	0	0.01	0.01	0	0	0.01	0	0	0.01	0	0	0	0	0.01	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	133.47
rt491	5.04	1.91	5.37	0.12	0.04	0.01	0.01	0	0.02	0.01	0	0	0.01	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.55
bg491	104.50	6.01	3.45	2.60	2.56	2.04	0.20	5.51	5.94	1.83	0	0	0	0	2.56	1.91	0.09	0	0.14	0	0	0.04	0.13	0.04	0	0	0	0	0.04	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	139.63
rg491	4.58	1.08	1.10	0.39	0.16	0.10	0.08	0.34	0.35	0.40	0	0	0	0	0.16	0.08	0.08	0	0	0	0	0.04	0.01	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.97
rp491	15.79	17.00	12.28	7.31	19.08	8.65	7.89	4.28	5.80	7.77	0	13.13	5.15	1.58	1.58	2.11	2.63	2.03	1.74	3.62	2.74	0.86	1.24	3.35	11.91	4.40	2.01	1.19	0.04	0.05	0.51	0.77	2.98	0	0	0	1.13	0	1.08	1.61	0	0	0	0	0	0.95	0.61	0	0	176.85
bt492	104.79	19.46	8.02	1.30	0.10	0.01	0.04	0.01	0.05	0.02	0	0.02	0.03	0.01	0.01	0.01	0.01	0	0	0.01	0.01	0	0	0	0	0.02	0.01	0.01	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0.01	0	0	0	133.97
rt492	4.80	1.77	5.23	1.00	0.22	0.02	0	0	0.01	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.07
bg492	110.61	3.42	2.15	1.49	0	0.04	0	4.37	3.55	1.33	0	0	0	0	2.28	1.34	0.08	0	0.04	0	0	0.39	0.21	0.07	0	0	0	0	0	0.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131.69
rg492	4.49	0.77	0.57	0.40	0	0	0	0.34	0.40	0.43	0	0	0	0	0.29	0.11	0.05	0.02	0.04	0	0	0.02	0.01	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.97
cpr492	11.62	2.52	4.83	2.30	7.19	1.43	1.36	1.35	2.41	2.48	0	11.69	5.21	1.59	1.49	1.89	2.43	1.98	2.90	3.36	3.23	0.60	0.98	3.06	10.60	3.75	1.91	1.40	0.01	0	0.65	0.81	2.70	0	0	0	1.40	0	1.50	1.17	0	0	0	0	0	1.18	0.73	0	0	105.71
