NAME	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	TOT
bt491	71.88	7.73	5.14	3.00	0.01	0.01	0.01	0.55	0.90	0.03	0	0	0	0	0	0	0	0.03	0	0	0	0.01	0	0.01	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	89.34
rt491	2.32	0.15	0.22	0.11	0	0	0	0.05	0.04	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	2.91
bg491	86.53	4.42	2.12	1.92	4.84	1.82	0.23	5.34	4.11	1.65	0	0.09	0	0	4.74	1.82	0.22	0.03	0	0	0	0.18	0.04	0.03	0.10	0	0	0	0.03	0	0.07	0.02	0	0	0	0	0.01	0.03	0	0	0	0	0	0	0	0	0	0	0	120.39
rg491	1.87	0.10	0.08	0.04	0.20	0.03	0.01	0.15	0.12	0.03	0	0	0	0	0.18	0.03	0.01	0	0	0	0	0.05	0.01	0	0.02	0	0	0	0.01	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	2.95
rp491	26.66	7.86	8.35	9.35	13.35	11.61	8.59	11.53	5.76	3.39	0.02	4.71	0	0	3.48	3.78	2.11	1.43	0.04	0	0	1.23	2.73	4.85	7.97	4.47	2.25	1.16	3.01	0	12.24	1.33	2.77	1.17	0	2.55	3.31	6.93	1.05	1.13	0.92	0	1.90	2.09	1.90	0.81	0.92	0	0	190.71
bt492	70.76	8.32	5.38	3.88	0	0	0	0.09	0.43	0.04	0	0.03	0	0	0.01	0.01	0.02	0.01	0	0	0	0.02	0.01	0	0.01	0	0	0	0	0	0	0.01	0	0.01	0	0.01	0.01	0	0	0	0.01	0	0	0	0	0	0	0	0	89.07
rt492	2.02	0.11	0.16	0.11	0	0	0	0.04	0.01	0.08	0	0	0	0	0	0.01	0.01	0	0	0	0	0.02	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.58
bg492	96.29	1.47	1.28	0.95	0	0	0	4.19	3.56	1.07	0	0	0	0	5.00	1.54	0	0	0	0	0	0.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115.67
rg492	1.66	0.11	0.07	0.03	0	0	0	0.16	0.12	0.01	0	0	0	0	0.29	0.07	0	0	0	0	0	0.12	0.03	0	0	0	0	0	0	0	0.01	0.02	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	2.71
cpr492	12.74	0.75	1.22	0.80	0	0	0	1.14	2.60	1.77	0.01	4.81	0	0	3.42	2.19	2.30	1.20	0.04	0	0	2.67	2.69	4.47	6.82	3.84	2.26	1.31	3.13	0	10.23	1.15	2.98	1.47	0	2.58	3.19	9.38	1.70	1.26	0.83	0	2.19	2.02	2.03	0.94	1.12	0.01	0	105.26
