NAME	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	TOT
bt491	80.46	10.16	5.56	2.11	0.31	0.02	0.02	0.03	0.01	0.04	0	0	0	0.01	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	98.77
rt491	1.27	0.24	0.60	0.05	0.48	0	0.01	0.01	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.67
bg491	125.69	5.33	4.10	3.01	3.40	1.79	0.10	5.43	4.57	1.88	0.04	0.03	0	0	3.36	1.65	0.10	0.08	0	0	0	0.05	0.24	0.15	0.04	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161.16
rg491	0.93	0.13	0.14	0.02	0.03	0.01	0.02	0.06	0.02	0.03	0.03	0	0	0	0.03	0.01	0.02	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.49
rp491	21.71	14.86	15.78	5.89	17.38	8.38	5.81	5.43	2.63	10.11	1.92	10.57	9.34	1.28	1.48	1.23	1.19	1.68	0	7.12	2.73	0.51	1.43	2.85	9.92	6.60	3.54	1.27	0	0.04	3.33	1.02	2.29	1.04	0.85	0	0	2.07	1.18	1.35	0.90	1.31	0	0	0	0	0	0	0	188.02
bt492	78.65	13.32	6.57	0.87	0.48	0.02	0.03	0.03	0.03	0.02	0.03	0.01	0.01	0	0.01	0.01	0.01	0.02	0	0	0.01	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	100.15
rt492	1.09	0.30	0.65	0.06	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.29
bg492	129.48	2.86	2.15	1.49	0	0	0	5.75	3.39	1.41	0.06	0	0	0	2.98	1.59	0.11	0	0	0	0	0.42	0.34	0.10	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152.18
rg492	1.26	0.15	0.14	0.02	0	0	0	0.02	0.04	0.04	0.02	0	0	0	0.07	0.02	0.01	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.83
cpr492	12.49	1.71	2.90	0.88	5.34	0.94	1.17	0.27	2.59	1.06	1.40	9.60	9.91	1.59	1.60	1.14	1.37	1.82	0	6.64	2.66	0.81	1.42	2.80	9.02	6.78	4.45	1.13	0	0.01	3.67	0.79	2.57	1.14	1.51	0	0	1.97	1.61	1.38	0.51	1.08	0	0	0	0	0	0	0	109.73
