NAME	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	TOT
bt491	74.14	9.78	4.43	3.04	0.30	0.02	0.02	0.05	0.05	0.01	0	0	0	0	0	0.01	0.01	0.02	0.01	0	0	0	0	0.01	0	0.01	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	91.92
rt491	6.17	0.65	0.53	0.23	0.13	0.01	0	0.09	0.09	0	0	0.01	0	0	0.01	0.01	0	0	0	0	0	0.02	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0.01	0	0	0	0	0	0	7.98
bg491	95.60	4.76	2.30	2.56	4.25	1.99	0.10	5.79	4.92	2.12	0	0.03	0.03	0	4.16	1.99	0.10	0	0.19	0	0	0.55	0	0	0.06	0	0	0	0	0.36	0.03	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	131.92
rg491	5.49	0.56	0.25	0.05	0.72	0.15	0.05	0.69	0.45	0.16	0.03	0	0	0	0.72	0.15	0.05	0	0	0	0	0.07	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.62
rp491	28.88	8.19	9.08	6.83	22.95	9.98	5.25	7.21	8.49	4.30	0.95	3.93	3.49	0	7.08	3.25	2.37	0.86	1.19	0	0	1.77	0	4.05	11.16	4.00	0	0.55	2.94	1.01	11.84	0.70	1.94	0	0.53	1.57	2.47	3.24	0.01	1.09	0	0.71	2.26	1.32	1.92	1.16	0.41	0	0	190.93
bt492	73.31	11.78	4.96	2.46	0.19	0	0	0.02	0.59	0.01	0	0.02	0.01	0	0.01	0.01	0.02	0.01	0.01	0	0	0.02	0	0	0.02	0	0	0	0	0	0.01	0	0	0	0	0	0.01	0	0	0.01	0	0	0	0	0	0	0	0	0	93.48
rt492	6.22	0.68	0.56	0.27	0.07	0	0	0.02	0.01	0.05	0	0	0.01	0	0	0.01	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	7.93
bg492	102.68	1.54	1.57	1.15	0	0	0	4.77	3.50	1.17	0.05	0	0	0	5.01	1.50	0.04	0	0.04	0	0	0.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	123.41
rg492	5.82	0.36	0.19	0.12	0	0	0	0.82	0.56	0.14	0.04	0	0	0	1.01	0.22	0.06	0	0.01	0	0	0.32	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.75
cpr492	14.87	1.33	1.86	1.51	2.48	0	0	2.37	4.21	1.87	1.45	3.46	3.78	0	4.96	2.41	2.60	1.21	2.27	0	0	2.52	0	3.66	9.96	3.54	0	0.45	2.35	1.77	8.87	0.72	2.98	0	0.76	1.56	2.67	3.87	0.01	1.37	0	1.05	1.84	1.69	1.71	1.48	0.22	0	0	107.69
