NAME	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	TOT
bt491	77.72	10.65	6.81	0.93	0.01	0.57	0.01	0.03	0.05	0.02	0.15	0	0	0	0	0.57	0	0.01	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0.01	0	0	0	0	0.01	0	0	0	0	0	0	0	0.01	0	0	0	0	97.58
rt491	7.05	1.37	3.66	0.11	0.01	0.01	0	0.08	0.02	0.06	0	0	0	0	0	0.01	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.39
bg491	99.06	5.23	2.88	2.38	4.03	1.84	0	6.50	5.00	1.86	0	0	0	0	4.03	1.84	0	0	0.14	0	0	0.39	0.05	0	0	0	0	0	0	0.23	0	0.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135.56
rg491	7.01	0.89	0.66	0.34	1.06	0.25	0	2.13	1.17	0.41	0.02	0	0	0	1.06	0.25	0	0	0	0	0	0.08	0.02	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.38
rp491	27.25	9.82	11.85	7.41	19.64	7.50	2.41	8.30	7.45	6.59	1.72	5.90	3.35	0	5.51	2.29	0	1.79	1.15	3.08	1.71	1.17	1.91	3.84	10.49	4.00	1.41	0.98	0.90	0.87	9.25	0.95	2.01	0.95	0.58	0.53	1.00	1.74	0.92	0.18	0.15	0.10	1.56	1.05	1.11	0.68	0	0	0	183.05
bt492	75.95	13.38	6.13	0.68	0.12	0	0	0.04	0.21	0.03	0.04	0.01	0	0	0.01	0	0	0.01	0	0.02	0.01	0.03	0.02	0	0.01	0.01	0	0.01	0	0	0.01	0	0	0.01	0	0	0.01	0	0	0	0	0	0.01	0	0	0	0	0	0	96.76
rt492	7.19	1.33	3.72	0.14	0.05	0	0	0	0.02	0.03	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.50
bg492	108.27	2.30	2.00	1.30	0	0	0	5.83	3.45	1.29	0.04	0	0	0	4.34	1.40	0	0	0	0	0	0.37	0.16	0	0	0	0	0	0	0.20	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131.06
rg492	6.81	0.76	0.64	0.36	0	0	0	2.62	1.28	0.46	0.03	0	0	0	1.67	0.32	0	0	0.03	0	0	0.01	0.01	0	0	0	0	0	0.01	0	0	0.07	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	15.09
cpr492	10.75	2.53	3.81	2.26	2.46	0	0	4.08	5.70	1.82	1.44	5.73	3.56	0	5.31	2.62	0	1.78	1.35	3.18	1.52	1.88	1.19	2.92	8.62	4.16	1.82	0.84	0.87	1.19	8.54	0.96	2.09	0.98	0.73	0.39	1.45	1.84	1.04	0.08	0.08	0.04	1.88	1.42	1.34	0.99	0	0	0	107.24
