NAME	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	TOT
bt491	112.84	19.13	0.30	0.03	0.08	0.02	0.01	0.03	0.02	0.06	0.01	0.01	0.01	0.02	0.01	0	0	0	0	0.01	0	0	0	0.01	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132.61
rt491	5.01	4.06	0.79	0	0.13	0	0	0	0	0	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.01
bg491	106.74	8.54	1.41	0.08	2.21	0.27	0.01	3.64	3.24	0.10	0	0	0	0	2.21	0.15	0.01	0	0	0	0	0.04	0.14	0.08	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128.94
rg491	4.10	2.60	0.57	0	0.06	0.02	0	0.05	0.04	0.04	0	0	0	0	0.06	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.56
rp491	30.87	17.11	9.72	3.53	15.93	6.26	6.68	2.53	2.10	6.46	3.59	13.04	6.21	0.68	1.04	1.19	2.95	1.90	1.01	4.00	0	0.77	1.12	2.85	6.34	3.97	2.33	0	0	0.66	4.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159.45
bt492	108.46	19.15	1.44	0	0.17	0.02	0.10	0.04	0.03	0.08	0.06	0.02	0.01	0.01	0.01	0.03	0.02	0	0	0.01	0	0	0	0	0.01	0.02	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	129.72
rt492	5.25	4.48	0.79	0	0.19	0	0	0	0	0.01	0.02	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.75
bg492	103.31	6.73	1.00	0	0	0	0	3.29	2.12	0.08	0	0	0	0	2.30	0.33	0	0	0	0	0	0.43	0.13	0.01	0	0	0	0	0	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119.86
rg492	4.15	1.81	0.19	0	0	0	0	0.17	0.13	0.03	0	0	0	0	0.15	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.64
cpr492	22.95	3.83	3.32	0	7.43	1.62	1.39	0.87	1.42	1.93	2.65	13.36	6.74	0.67	1.55	1.41	2.56	1.45	1.46	3.51	0	1.20	0.95	2.61	6.09	3.43	2.66	0	0	0.90	4.38	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	102.35
