NAME	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	TOT
bt491	82.93	8.45	8.49	2.47	0.31	0.02	0.03	0.01	0.05	0.01	0.22	0	0	0.01	0	0	0	0	0	0	0.01	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	103.03
rt491	3.29	0	1.32	0.11	0.15	0.01	0.01	0	0	0	0.01	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.91
bg491	123.65	4.64	3.28	3.14	3.18	2.08	0.41	6.63	8.30	2.51	0	0.03	0	0	3.14	1.83	0.22	0	0.31	0	0	0.11	0.19	0.05	0.04	0.03	0	0	0.65	0.10	0	0.12	0	0	0	0	0.05	0.05	0	0	0	0	0	0	0	0	0	0	0	164.74
rg491	2.59	0.02	0.28	0.06	0.10	0.02	0.04	0.19	0.30	0.17	0.03	0	0	0	0.10	0.02	0.04	0	0	0	0	0.02	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	4.01
rp491	22.33	9.44	8.61	8.11	14.42	9.68	5.94	3.97	10.49	10.24	2.38	7.46	4.00	0.80	1.31	1.20	2.51	0	1.42	6.73	1.43	0.53	0.73	4.17	10.55	6.97	1.34	0.93	0.80	0.38	4.76	1.40	1.68	1.21	0	0	1.05	1.91	0.70	0.82	0.93	0.05	0	0.58	0.04	0.48	0	0	0.25	174.73
bt492	82.90	9.54	9.56	2.33	0.15	0.04	0.07	0.02	0.03	0	0.03	0.02	0.01	0	0.01	0	0.02	0	0	0.01	0.01	0	0.01	0.01	0	0.01	0	0	0	0	0.01	0	0	0	0	0	0.01	0	0	0.01	0.02	0	0.01	0	0	0	0	0	0.01	104.85
rt492	3.21	0	1.73	0.05	0.04	0.06	0	0	0	0	0.01	0.01	0.01	0	0	0	0	0	0.01	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.15
bg492	131.60	1.87	2.32	1.68	0	0.14	0	6.16	5.51	1.89	0.05	0	0	0	3.25	1.69	0.14	0	0.12	0	0	0.48	0.26	0.08	0	0	0	0	0.07	0.19	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157.55
rg492	2.83	0.01	0.26	0.10	0.01	0.01	0	0.22	0.35	0.13	0.02	0	0	0	0.19	0.03	0.05	0	0.05	0	0	0	0.02	0	0	0	0	0	0.02	0	0	0.05	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	4.36
cpr492	12.88	0	2.60	1.13	3.05	0.76	0.84	1.41	5.85	1.98	1.59	7.03	4.63	1.09	1.91	1.32	2.30	0	2.30	5.28	2.01	0.61	0.67	3.17	10.37	5.73	1.82	0.97	0.95	0.67	4.88	0.95	2.15	0.76	0	0	1.38	2.02	1.46	0.87	1.04	0.06	0	1.01	0	1.16	0	0	0.46	103.12
