NAME	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	TOT
bt491	62.99	16.08	0	0.02	0.33	0.02	0.03	5.29	2.37	1.88	0.26	0	0	0	0.32	0.01	0	0.01	0	0	0	0.04	0	0	0	0	0.02	0	0	0	0	0.01	0	0	0.01	0.01	0.01	0	0	0	0	0	0	0.02	0	0	0	0	0	89.73
rt491	0	0.61	0.01	0	0	0	0.18	0.15	0.01	0.08	0	0	0	0	0	0	0	0	0	0	0	0.04	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18	0.01	0.01	0	0	0	0	0	0	0	0	0	0	1.29
bg491	76.62	8.24	1.13	0.14	6.65	3.15	1.21	8.48	3.57	4.36	0.35	0	0	0	6.52	3.15	1.01	1.06	0	0	0	1.20	1.13	0.14	0.13	0	0.04	0	0	1.09	0.13	0.43	0	0	0	0	0.16	0	0.03	0	0	0	0	0	0	0	0	0	0	130.12
rg491	0	0.50	0.03	0	0.22	0.14	0.05	0.11	0	0.19	0	0	0	0	0.21	0.14	0.05	0	0	0	0	0.20	0.03	0	0.01	0	0	0	0	0.11	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01
rp491	9.48	7.62	9.88	6.46	18.31	9.42	8.25	11.81	2.88	6.57	0.03	0	0	0	5.33	3.50	2.43	2.72	0	0	0	3.74	4.68	3.04	9.63	0	0.59	0	0	2.90	9.45	1.02	0	0	0	4.36	2.98	5.13	2.86	0	0	0	5.20	3.42	3.35	1.56	2.25	0	0	170.85
bt492	60.70	17.93	0	0	0	0	0	4.39	2.65	1.93	0.06	0	0	0	1.27	0.05	0.03	0.02	0	0	0	0.04	0	0	0.02	0	0	0	0	0.01	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	89.11
rt492	0.01	0.49	0	0	0	0	0	0.18	0	0.23	0	0	0	0	0.02	0	0	0	0	0	0	0.02	0.01	0	0	0	0	0	0	0.18	0.01	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16
bg492	80.61	3.51	0	0	0	0	0	5.46	3.56	2.73	0.36	0	0	0	6.82	2.88	1.10	1.20	0	0	0	1.49	1.52	0.05	0.01	0	0	0	0	1.32	0	0.38	0	0	0	0	0.31	0	0	0	0	0	0	0	0	0	0	0	0	113.31
rg492	0.01	0.21	0	0	0	0	0	0.23	0	0.14	0	0	0	0	0.33	0.17	0.06	0.01	0	0	0	0.43	0.03	0	0.01	0	0	0	0	0.08	0	0.02	0	0	0	0	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0	1.75
cpr492	0	2.61	0	0	0	0	0	3.21	0.05	2.40	0.05	0	0	0	5.16	3.52	2.27	2.40	0	0	0	4.42	6.46	2.26	9.02	0	0.64	0	0	4.36	8.66	1.35	0	0	0	4.31	3.05	5.57	3.37	0	0	0	3.90	3.42	3.32	2.25	2.67	0	0	90.70
