NAME	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	TOT
bt491	0.02	0.03	0	0.01	66.81	15.22	4.76	0.98	0.01	1.23	0	0	0	0	66.55	15.21	4.74	0.98	0	0	0	0.02	0	0.01	0.01	0	0	0	0.01	0	0.01	0.01	0	0	0	0.01	0.02	0	0	0	0.01	0	0	0	0.25	0	0	0	0	176.91
rt491	0	0.09	0.01	0.01	3.54	8.20	1.59	0.32	0	0	0	0	0	0	3.54	8.20	1.59	0.32	0	0	0	0.09	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.52
bg491	1.09	13.79	7.15	4.47	14.62	11.78	14.07	8.96	7.12	7.20	0	0	0	0	13.70	10.98	6.32	7.27	0	0	0	6.92	6.83	4.47	0.89	0.54	0	0	6.99	6.80	1.09	6.87	0.25	0	0	0.26	7.72	1.69	0.13	0	0	0	0.07	0	0.03	0	0.03	0	0	180.10
rg491	0.30	4.33	2.11	1.19	1.77	2.45	4.23	2.78	2.44	1.69	0	0	0	0	1.49	2.20	1.79	2.19	0	0	0	2.38	1.98	1.19	0.24	0.15	0	0	2.43	1.69	0.30	1.95	0.11	0	0	0.10	2.44	0.59	0.01	0	0	0	0.02	0	0.04	0	0	0	0	46.58
rp491	10.49	8.86	9.24	4.14	7.49	12.99	14.49	10.97	5.21	6.24	0	0	0	0	0.71	7.81	5.58	3.92	0	0	0	4.51	5.92	4.14	4.23	2.07	0	0	3.58	6.24	8.78	4.35	1.15	0	0	1.17	7.06	5.53	1.63	0	1.71	0	2.17	0	2.55	1.94	1.85	1.52	0	180.24
bt492	0	0	0	0	0	0	0	0	0	1.29	0	0	0	0	61.00	19.54	5.11	1.70	0	0	0	0.31	0.03	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0	0	0	0	0.01	0	0	0	0	0	0	89.02
rt492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.02	9.45	1.40	0.20	0	0	0	0.01	0.18	0	0	0.01	0	0	0.02	0.09	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.01	0	0	14.41
bg492	0	0	0	0	0	0	0	0	0	0.30	0	0	0	0	12.34	10.49	7.51	8.33	0	0	0	7.02	7.09	4.56	0.55	0.22	0	0	6.90	7.46	0.70	7.00	0.32	0	0	0.19	7.16	1.45	0	0	0	0	0.01	0	0.03	0	0	0	0	89.63
rg492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.55	2.13	1.81	2.12	0	0	0	2.20	1.99	1.14	0.34	0.17	0	0	2.20	1.64	0.26	1.60	0.09	0	0	0.14	2.29	0.46	0	0	0	0	0.03	0	0.02	0.01	0	0	0	22.19
cpr492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.60	9.05	4.89	4.15	0	0	0	5.00	4.73	4.57	3.01	2.19	0	0	3.52	6.25	7.23	4.46	1.66	0	0	1.69	7.35	6.35	2.18	0.01	2.04	0	2.49	0	2.27	2.48	2.30	1.34	0	91.81
