NAME	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	TOT
bt251	90.43	4.42	0.06	0.12	0.01	0.01	0	0.03	0.02	0.01	0.01	0.01	0	0	0	0	0	0.01	0	0	0	0	0	0	0.01	95.11
rt251	84.81	6.02	0.01	0.04	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90.89
bg251	102.48	3.33	0.06	0.08	0	1.29	0.11	0.09	0.03	0.03	0.06	0.09	0.06	0.04	0	0.32	0.11	0.06	0	0	0.32	0.07	0	0	0	108.63
rg251	87.29	7.12	0.10	0.02	0	2.30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96.83
rp251	160.89	2.82	0.32	0	0	0.46	0.04	0.02	0.13	0.01	0	0	0	0	0	0	0.04	0	0.05	0	0	0	0	0	0	164.78
bg252	97.74	3.41	0.18	0.20	0	2.32	0	0	0	0	0.10	0	0	0	0	0.57	0	0	0	0	0	0	0	0	0	104.52
bg253	97.73	4.22	0.36	0	0	1.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32	0	0	0	0	103.84
bt253	91.88	4.93	0.04	0.01	0	0.02	0	0.02	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96.92
rt253	81.91	9.70	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91.62
rg253	86.06	7.86	0	0	0	2.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96.88
cpr253	135.14	0.25	0.09	0.08	0	0	0	0.37	0.05	0.02	0.02	0.25	0.28	0.09	0.19	0.06	0.11	0.09	0.05	0.06	0.07	0.09	0.09	0.06	0	137.51
