NAME	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	TOT
bt251	75.91	13.48	0.81	0.09	0.06	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.02	0	0.01	0.01	0	0.01	0	0	0	0.01	0.01	0	0	90.48
rt251	9.48	3.38	0.39	0.04	0.03	0	0.01	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.34
bg251	81.56	5.43	0.27	0	0.41	3.69	3.24	0.04	0	0	0.50	0.22	0.04	0	0	0.42	0.04	0.04	0	0	0.45	0.04	0.04	0	0	96.43
rg251	8.40	2.56	0.29	0.03	0.03	1.05	0.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.34
rp251	30.67	27.72	4.43	1.14	0.82	19.80	26.30	1.17	1.71	0.74	2.62	1.40	1.40	0.06	0.04	1.21	1.36	1.17	0.85	0.05	0.71	0.26	0.02	0.01	0	125.66
bg252	82.96	4.92	0.58	0.24	0	4.04	2.54	0	0	0	0.17	0	0	0	0	0.58	0	0	0	0	0.08	0	0	0	0	96.11
bg253	83.29	5.37	0.63	0	0	2.81	2.34	0	0	0	0.23	0	0	0	0	0.18	0	0	0	0	0.28	0	0	0	0	95.13
bt253	79.06	10.45	0.08	0.02	0.01	0.01	0.01	0	0	0	0	0.01	0	0.02	0	0	0	0	0	0	0	0	0	0	0	89.67
rt253	8.53	5.87	0.06	0.02	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.49
rg253	8.43	3.02	0.21	0	0	0.89	1.01	0	0	0	0.01	0.02	0	0	0	0.02	0	0	0	0	0.02	0	0	0	0	13.63
cpr253	21.63	2.18	2.42	2.32	1.27	0.74	1.33	0	5.25	2.02	1.00	2.43	4.71	13.42	5.97	1.89	0.91	1.97	2.23	4.46	1.04	1.26	5.68	3.01	0	89.14
