NAME	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	TOT
bt251	63.34	16.32	11.01	0.28	0.06	0	0.01	0.03	0.01	0.27	0.03	0	0.01	0.01	0.01	0	0.01	0.01	0.01	0	0	0	0.01	0.01	0.01	91.41
rt251	5.51	1.80	5.93	0.69	0.04	0	0	0.04	0	0.01	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	14.03
bg251	73.27	5.37	2.67	0.93	0.98	5.17	6.40	2.37	0.48	0.58	0.84	1.19	0.71	0.03	0	0.84	1.02	0.48	0.48	0	0	0.15	0.03	0.02	0	104.01
rg251	4.81	0.84	0.99	0.26	0.19	0.80	1.16	0.53	0.09	0.09	0.05	0.05	0.09	0	0.01	0	0.12	0.10	0.09	0.01	0	0.01	0	0	0	10.29
rp251	14.89	26.44	6.77	2.07	1.32	18.15	25.78	6.31	1.43	1.07	4.16	2.46	1.96	0.20	0.18	0.12	2.75	1.76	1.43	0.02	0	0.44	0.01	0.02	0.01	119.75
bg252	74.74	5.78	3.19	0.83	0.27	4.24	6.67	2.28	0.24	0.41	0.76	1.14	0.69	0.03	0.03	0.36	1.37	0.31	0.24	0.03	0	0.10	0.03	0	0.03	103.77
bg253	77.95	3.81	2.17	0.90	0.42	3.22	4.38	1.66	0	0.43	0.61	0.70	0.79	0.03	0.03	0.38	0.95	0.41	0.44	0	0	0.03	0.03	0.03	0	99.37
bt253	67.15	14.97	8.46	0.04	0.02	0.01	0	0	0	0.01	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	90.68
rt253	5.20	2.05	9.13	0.14	0.01	0	0	0.02	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	16.56
rg253	4.58	0.77	0.88	0.18	0.15	0.63	0.95	0.49	0	0.09	0.11	0.11	0.14	0	0	0	0.15	0.10	0.13	0	0	0.01	0	0	0	9.47
cpr253	9.93	3.18	4.45	2.22	2.40	3.79	3.99	3.55	0	2.19	1.81	2.08	2.84	16.15	17.93	0.06	2.83	1.70	1.77	5.42	0	0.96	5.40	6.67	2.54	103.86
